Experiment,SubNum,Include,rt_0.0,rt_0.1,rt_0.2,rt_0.3,rt_0.4,rt_0.5,rt_0.6,rt_0.7,rt_0.8,rt_0.9,rt_1.0,response_mean_0.0,response_mean_0.1,response_mean_0.2,response_mean_0.3,response_mean_0.4,response_mean_0.5,response_mean_0.6,response_mean_0.7,response_mean_0.8,response_mean_0.9,response_mean_1.0,difference_mean_0.0,difference_mean_0.1,difference_mean_0.2,difference_mean_0.3,difference_mean_0.4,difference_mean_0.5,difference_mean_0.6,difference_mean_0.7,difference_mean_0.8,difference_mean_0.9,difference_mean_1.0,response_std_0.0,response_std_0.1,response_std_0.2,response_std_0.3,response_std_0.4,response_std_0.5,response_std_0.6,response_std_0.7,response_std_0.8,response_std_0.9,response_std_1.0,response_median_0.0,response_median_0.1,response_median_0.2,response_median_0.3,response_median_0.4,response_median_0.5,response_median_0.6,response_median_0.7,response_median_0.8,response_median_0.9,response_median_1.0,difference_median_0.0,difference_median_0.1,difference_median_0.2,difference_median_0.3,difference_median_0.4,difference_median_0.5,difference_median_0.6,difference_median_0.7,difference_median_0.8,difference_median_0.9,difference_median_1.0,response_mad_0.0,response_mad_0.1,response_mad_0.2,response_mad_0.3,response_mad_0.4,response_mad_0.5,response_mad_0.6,response_mad_0.7,response_mad_0.8,response_mad_0.9,response_mad_1.0,key_press_p1_x_0.0,key_press_p1_x_0.1,key_press_p1_x_0.2,key_press_p1_x_0.3,key_press_p1_x_0.4,key_press_p1_x_0.5,key_press_p1_x_0.6,key_press_p1_x_0.7,key_press_p1_x_0.8,key_press_p1_x_0.9,key_press_p1_x_1.0,key_press_p1_y_0.0,key_press_p1_y_0.1,key_press_p1_y_0.2,key_press_p1_y_0.3,key_press_p1_y_0.4,key_press_p1_y_0.5,key_press_p1_y_0.6,key_press_p1_y_0.7,key_press_p1_y_0.8,key_press_p1_y_0.9,key_press_p1_y_1.0,correlation_x_0.0,correlation_x_0.1,correlation_x_0.2,correlation_x_0.3,correlation_x_0.4,correlation_x_0.5,correlation_x_0.6,correlation_x_0.7,correlation_x_0.8,correlation_x_0.9,correlation_x_1.0,correlation_y_0.0,correlation_y_0.1,correlation_y_0.2,correlation_y_0.3,correlation_y_0.4,correlation_y_0.5,correlation_y_0.6,correlation_y_0.7,correlation_y_0.8,correlation_y_0.9,correlation_y_1.0,Sim_x_mean,Sim_x_std,Sim_x_min,Sim_x_max,Sim_y_mean,Sim_y_std,Sim_y_min,Sim_y_max,,,,,,,,,,,
3,22,1,5007.2,2155.8,2920.4,3250.2,4251.8,5351,6980.2,5168.2,2806.4,5632.6,3845,23.33333333,10,43.33333333,30,33.33333333,30,46.66666667,43.33333333,60,76.66666667,73.33333333,23.33333333,0,23.33333333,7.11E-16,-6.666666667,-20,-13.33333333,-26.66666667,-20,-13.33333333,-26.66666667,25.27625148,22.36067977,14.90711985,21.73067468,16.66666667,13.94433378,13.94433378,32.48931448,19.00292375,9.128709292,38.36954811,16.66666667,0,33.33333333,33.33333333,33.33333333,33.33333333,50,33.33333333,66.66666667,83.33333333,100,16.66666667,-10,13.33333333,3.333333333,-6.666666667,-16.66666667,-10,-36.66666667,-13.33333333,-6.666666667,0,21.33333333,16,12,17.33333333,13.33333333,10.66666667,10.66666667,25.33333333,14.66666667,8,32,4.4,9.2,2.8,5.2,7.6,14.2,4.8,10.4,6.4,8.6,5.2,10,7.6,8.4,12.8,14.4,14.4,12,8.6,8,10,6.4,-0.116166853,0.07901809,-0.068524444,-0.086570331,-0.051884863,0.019470319,0.085408963,-0.089836554,0.035863335,-0.040041651,0.033526816,0.035053282,0.127413037,-0.145527791,0.02451444,-0.132537353,-0.038217511,-0.022538463,0.095999135,-0.065828104,-0.085232216,0.025112696,6.6,1.473217693,3,10,7.036363636,1.621197961,3,10,,,,,,,,,,,
3,23,1,2934.6,3015.6,2664.2,2303.8,2820.6,2538.2,3083.6,4778.4,2637.2,2791.4,3064.6,0,16.66666667,16.66666667,26.66666667,23.33333333,30,60,66.66666667,80,90,100,0,6.666666667,-3.333333333,-3.333333333,-16.66666667,-20,2.84E-15,-3.333333333,0,-2.84E-15,0,0,0,11.78511302,14.90711985,19.00292375,7.453559925,9.128709292,11.78511302,13.94433378,9.128709292,0,0,16.66666667,16.66666667,16.66666667,16.66666667,33.33333333,66.66666667,66.66666667,83.33333333,83.33333333,100,0,6.666666667,-3.333333333,-13.33333333,-23.33333333,-16.66666667,6.666666667,-3.333333333,3.333333333,-6.666666667,0,0,0,6.666666667,12,14.66666667,5.333333333,8,6.666666667,10.66666667,8,0,5.2,5.2,8.8,8,8.8,13.2,15.2,14.8,11.6,13.4,14,6.2,7.8,9.6,13.2,10.8,15,14,14.6,13.8,15,15.2,-0.144433342,0.076698329,-0.024362607,-0.129815904,-0.072562642,-0.129885945,-0.051204173,-0.039971731,0.085144762,-0.106287239,-0.074505242,-0.246326059,0.043462184,-0.109645995,-0.256893818,-0.092258598,-0.331586236,-0.13799411,-0.27387808,-0.194992944,-0.109914124,0.117805642,6.854545455,1.809626336,3,11,7.218181818,1.717997425,3,12,,,,,,,,,,,
3,24,1,3651.4,5040.8,4109,3628.6,5534.2,3787.6,3767.4,5329.6,3408,2582.4,2802,6.666666667,13.33333333,26.66666667,36.66666667,43.33333333,43.33333333,56.66666667,50,80,80,86.66666667,6.666666667,3.333333333,6.666666667,6.666666667,3.333333333,-6.666666667,-3.333333333,-20,-2.84E-15,-10,-13.33333333,9.128709292,13.94433378,14.90711985,13.94433378,14.90711985,14.90711985,9.128709292,11.78511302,18.25741858,13.94433378,29.8142397,0,16.66666667,16.66666667,33.33333333,33.33333333,33.33333333,50,50,83.33333333,83.33333333,100,0,6.666666667,-3.333333333,3.333333333,-6.666666667,-16.66666667,-10,-20,3.333333333,-6.666666667,0,8,10.66666667,12,10.66666667,12,12,8,6.666666667,12,10.66666667,21.33333333,14.4,19.8,15.6,14.6,17.8,16.4,21.4,16.4,14.4,13.6,15.4,14.2,14.8,12,12.6,18,17,20.6,15.6,18.4,16.8,15.6,-0.048549071,-0.151544238,-0.055961489,-0.079697742,-0.002452563,-0.108414066,0.011665938,0.058097419,-0.03521506,-0.112813679,-0.023846368,-0.098171733,-0.188659637,-0.1119676,-0.166173924,-0.108068045,-0.05782763,-0.165835292,-0.040934386,-0.0134657,-0.003808506,0.023582335,6.763636364,1.943304139,3,11,6.909090909,1.838605825,3,11,,,,,,,,,,,
3,25,1,2261,2314.6,2825.6,2512,2459,2495.2,2670.4,3306,2904.8,2599.6,2595.4,0,0,0,3.333333333,20,20,40,50,83.33333333,93.33333333,100,0,-10,-20,-26.66666667,-20,-30,-20,-20,3.333333333,3.333333333,0,0,0,0,7.453559925,7.453559925,7.453559925,14.90711985,16.66666667,11.78511302,9.128709292,0,0,0,0,0,16.66666667,16.66666667,33.33333333,50,83.33333333,100,100,0,-10,-20,-30,-23.33333333,-33.33333333,-26.66666667,-20,3.333333333,10,0,0,0,0,5.333333333,5.333333333,5.333333333,10.66666667,13.33333333,6.666666667,8,0,16.8,15.6,12.8,13.8,12,12.2,13.6,11.4,13.4,13.2,15,13.6,11.8,7.6,12,10.8,10.4,12.8,12.4,16,13.4,16.2,-0.195485565,-0.015226915,0.027226099,-0.067153013,-0.141171944,-0.024244703,-0.034239386,-0.145790876,0.163535949,-0.055369188,-0.032956619,-0.257824125,-0.178945425,0.069067012,-0.051560016,0.014602067,-0.168805326,-0.075600189,-0.13470045,-0.145373393,0.009347873,-0.177749189,6.745454545,1.350146519,4,9,7.218181818,1.39696641,4,10,,,,,,,,,,,
3,26,1,3922.6,3446.4,3230.4,3012,3488.6,4243,3290.2,3072.2,3552.6,3251.2,3348.8,13.33333333,16.66666667,20,30,30,36.66666667,43.33333333,56.66666667,73.33333333,86.66666667,100,13.33333333,6.666666667,1.42E-15,7.11E-16,-10,-13.33333333,-16.66666667,-13.33333333,-6.666666667,-3.333333333,0,21.73067468,28.86751346,27.38612788,18.25741858,27.38612788,21.73067468,14.90711985,22.36067977,22.36067977,7.453559925,0,0,0,16.66666667,16.66666667,16.66666667,33.33333333,33.33333333,66.66666667,83.33333333,83.33333333,100,0,-10,-3.333333333,-13.33333333,-23.33333333,-16.66666667,-26.66666667,-3.333333333,3.333333333,-6.666666667,0,16,20,18.66666667,16,22.66666667,17.33333333,12,18.66666667,18.66666667,5.333333333,0,18.4,16.4,7.8,10.6,15,11.6,9,9.6,11.4,11.6,9.2,20.4,10,25.2,20,19.8,14.6,17.6,17.4,19.6,20.4,17.2,-0.172960796,0.155272883,-0.001118288,-0.004270737,0.111315887,-0.141777826,-0.090286595,0.060936813,-0.02402579,-0.037285472,-0.095588418,0.050594776,0.165427424,0.077185048,0.028826,0.289696158,0.019845507,0.029376207,-0.077386766,-0.177059987,0.064688261,0.055055675,6.581818182,1.583373205,3,9,6.727272727,1.545058377,4,12,,,,,,,,,,,
3,27,1,4019.4,4587.6,4539.2,6449.8,4138.2,4661.2,4258.6,4564.4,4737.6,3960.2,3675,0,0,16.66666667,33.33333333,40,46.66666667,73.33333333,83.33333333,90,100,100,0,-10,-3.333333333,3.333333333,0,-3.333333333,13.33333333,13.33333333,10,10,0,0,0,20.41241452,20.41241452,32.48931448,27.38612788,9.128709292,11.78511302,9.128709292,0,0,0,0,16.66666667,33.33333333,50,33.33333333,66.66666667,83.33333333,83.33333333,100,100,0,-10,-3.333333333,3.333333333,10,-16.66666667,6.666666667,13.33333333,3.333333333,10,0,0,0,13.33333333,13.33333333,25.33333333,22.66666667,8,6.666666667,8,0,0,12.2,9,9.4,7,8.4,7,5.4,4.8,5.6,5.8,7.4,3.4,3.6,2.8,1.6,1.2,1.6,2.4,1.6,3.4,4.8,5.2,0.136586022,0.069430503,-0.047670574,0.025196659,-0.027806307,-0.176237611,0.096582479,0.025452565,-0.037736159,0.132638525,0.141919533,0.069354181,0.244596712,-0.070496224,0.064034502,-0.006846364,0.244657173,0.106765547,-0.029441809,0.056472728,-0.136995746,0.009292162,6.945454545,1.778661397,4,12,6.963636364,1.677339564,3,10,,,,,,,,,,,
3,28,1,2198.8,2467.6,4235.4,1809.4,1977.4,1957.6,1812.6,1716.2,2277.4,2509,2392.4,0,0,6.666666667,10,10,30,46.66666667,63.33333333,73.33333333,83.33333333,100,0,-10,-13.33333333,-20,-30,-20,-13.33333333,-6.666666667,-6.666666667,-6.666666667,0,0,0,9.128709292,14.90711985,9.128709292,21.73067468,13.94433378,7.453559925,14.90711985,0,0,0,0,0,0,16.66666667,33.33333333,50,66.66666667,83.33333333,83.33333333,100,0,-10,-20,-30,-23.33333333,-16.66666667,-10,-3.333333333,3.333333333,-6.666666667,0,0,0,8,12,8,17.33333333,10.66666667,5.333333333,12,0,0,15.2,13,11.2,7.8,9.4,9,6.8,6,6.6,7.2,10.8,12.4,8.6,8,7.6,9.6,7.6,8,11,14.2,13.8,19,-0.111790115,-0.087066086,0.02108027,0.133050648,-0.14048775,-0.041618139,-0.228036041,0.004343096,-0.026514308,0.043397825,-0.098654684,-0.119566807,-0.052130361,-0.078366541,0.094059417,0.051552389,0.079069404,-0.200578745,0.052984344,0.025572673,-0.116419826,0.046496454,6.963636364,1.643884699,4,10,6.745454545,1.5541841,3,10,,,,,,,,,,,
3,29,1,2898.2,7350.8,2817.2,3567.6,5978.4,2857.6,2774.2,10156.2,3333.8,5789.2,2824.4,0,0,6.666666667,6.666666667,30,30,56.66666667,56.66666667,83.33333333,100,100,0,-10,-13.33333333,-23.33333333,-10,-20,-3.333333333,-13.33333333,3.333333333,10,0,0,0,14.90711985,9.128709292,24.72066162,24.72066162,19.00292375,25.27625148,28.86751346,0,0,0,0,0,0,33.33333333,33.33333333,50,66.66666667,100,100,100,0,-10,-20,-30,-6.666666667,-16.66666667,-10,-3.333333333,20,10,0,0,0,10.66666667,8,17.33333333,17.33333333,14.66666667,18.66666667,20,0,0,6.6,6.2,5,6.6,8,10.4,8.2,9.2,9.4,7.6,7.2,3.8,1.8,3.8,4.8,7.6,6.6,6,11.2,11,6.8,6.4,0.014376853,-0.104251411,-0.01052711,0.136328123,0.222085749,0.050827043,0.063897119,-0.118114733,0.006927523,0.173280039,0.005837124,-0.124240992,-0.290426972,-0.042462881,0.059151044,0.001950941,0.001953263,-0.07500463,-0.049392847,0.12201227,-0.045350386,-0.010042905,6.527272727,1.619951365,3,11,6.909090909,1.69173073,3,11,,,,,,,,,,,
3,30,1,1994.4,1821,2061.4,1513.2,1834,1706.2,2265,4665.6,2515.8,3188.2,2263.8,13.33333333,20,16.66666667,23.33333333,26.66666667,36.66666667,43.33333333,56.66666667,73.33333333,80,100,13.33333333,10,-3.333333333,-6.666666667,-13.33333333,-13.33333333,-16.66666667,-13.33333333,-6.666666667,-10,0,13.94433378,7.453559925,0,9.128709292,14.90711985,7.453559925,9.128709292,9.128709292,14.90711985,7.453559925,0,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,33.33333333,50,50,83.33333333,83.33333333,100,16.66666667,6.666666667,-3.333333333,-13.33333333,-23.33333333,-16.66666667,-10,-20,3.333333333,-6.666666667,0,10.66666667,5.333333333,0,8,12,5.333333333,8,8,12,5.333333333,0,22.4,18,22.2,17.8,18.2,18.6,23.2,22.6,26.6,28.2,22.2,15.6,14.8,14.2,15.8,15.6,13.8,17.6,18.4,20.2,18.6,16.2,-0.013032344,-0.111577289,-0.178298432,-0.03592235,-0.134507012,-0.03956524,-0.078398118,-0.044971883,0.044146743,0.038504369,-0.015946228,-0.175162651,0.022224167,-0.160382515,0.017799143,-0.012999732,-0.111034968,-0.167988769,-0.069072981,0.02600824,0.077301696,-0.027325834,6.854545455,1.819830902,4,12,7.290909091,1.61787157,3,11,,,,,,,,,,,
3,31,1,1727.6,2387,2102.8,2141,1788.6,2273.4,2283.4,1860,2778.8,2919,2373.2,0,6.666666667,26.66666667,20,23.33333333,33.33333333,40,56.66666667,76.66666667,76.66666667,96.66666667,0,-3.333333333,6.666666667,-10,-16.66666667,-16.66666667,-20,-13.33333333,-3.333333333,-13.33333333,-3.333333333,0,9.128709292,34.56073559,7.453559925,9.128709292,20.41241452,14.90711985,14.90711985,14.90711985,14.90711985,7.453559925,0,0,16.66666667,16.66666667,16.66666667,33.33333333,50,66.66666667,83.33333333,83.33333333,100,0,-10,-3.333333333,-13.33333333,-23.33333333,-16.66666667,-10,-3.333333333,3.333333333,-6.666666667,0,0,8,25.33333333,5.333333333,8,13.33333333,12,12,10.66666667,10.66666667,5.333333333,12.8,13,10.2,10.8,15.4,14.8,12,11.2,16,11.8,12.6,9.2,8.8,13.6,9.6,12.8,10.6,10.8,10,16.2,12.8,11.8,-0.083188259,0.020803935,-0.012343807,-0.05687699,0.085829126,-0.072726792,-0.185059484,0.019624132,0.097933344,-0.20448292,-0.097840048,0.151289526,0.143972313,0.042558544,-0.002621233,-0.0152315,-0.069306783,-0.050524146,-0.074427811,-0.039358036,0.13710022,0.040045019,7.272727273,1.660595001,3,11,7.072727273,1.814086296,4,11,,,,,,,,,,,
3,32,1,6772.8,7128.6,8544.2,5506.4,6041,7368.4,6686.4,9328.8,22279.8,16781.6,10910.8,30,36.66666667,46.66666667,43.33333333,50,60,70,83.33333333,86.66666667,86.66666667,100,30,26.66666667,26.66666667,13.33333333,10,10,10,13.33333333,6.666666667,-3.333333333,0,29.8142397,24.72066162,21.73067468,25.27625148,20.41241452,22.36067977,13.94433378,11.78511302,7.453559925,21.73067468,0,33.33333333,33.33333333,50,33.33333333,50,50,66.66666667,83.33333333,83.33333333,100,100,33.33333333,23.33333333,30,3.333333333,10,0,6.666666667,13.33333333,3.333333333,10,0,24,17.33333333,17.33333333,18.66666667,13.33333333,18.66666667,10.66666667,6.666666667,5.333333333,16,0,5,5.2,5.2,4,3.6,4.2,3.2,3.8,5.4,5.6,6.6,6,4.4,3,5.2,3.8,4.2,4.6,4.6,4.2,5.2,5.2,0.12278424,0.047957045,0.059645862,-0.250629025,0.013720813,0.305508333,0.078220871,0.043444283,0.039481505,0.134541551,0.003356533,0.014835571,0.173833031,-0.159592149,-0.039503401,-0.187136196,-0.040794379,-0.01929629,-0.098384727,0.143088585,0.086126547,0.155166795,6.636363636,1.879358011,2,10,7.109090909,1.674124727,4,11,,,,,,,,,,,
3,33,1,2191.8,2318.6,2522,1860,2418.8,2387,1790.8,2497.6,1939.2,1915.2,2341.8,3.333333333,13.33333333,26.66666667,33.33333333,46.66666667,50,63.33333333,70,63.33333333,83.33333333,86.66666667,3.333333333,3.333333333,6.666666667,3.333333333,6.666666667,1.42E-15,3.333333333,0,-16.66666667,-6.666666667,-13.33333333,7.453559925,7.453559925,14.90711985,20.41241452,27.38612788,11.78511302,18.25741858,13.94433378,18.25741858,0,13.94433378,0,16.66666667,16.66666667,33.33333333,33.33333333,50,66.66666667,66.66666667,66.66666667,83.33333333,83.33333333,0,6.666666667,-3.333333333,3.333333333,-6.666666667,0,6.666666667,-3.333333333,-13.33333333,-6.666666667,-16.66666667,5.333333333,5.333333333,12,13.33333333,22.66666667,6.666666667,12,10.66666667,12,0,10.66666667,21.4,16,14.8,12.4,13.8,11.4,11.6,11.2,16.6,18,16.8,24.2,15,15.8,14.4,14,13,12.8,13.8,16.8,16.4,17.8,-0.183010582,0.095869883,0.086097389,0.226121484,0.125690493,-0.215450373,-0.08684703,0.061042309,-0.089347417,0.032254606,-0.002766389,0.032563775,0.014113185,0.162797973,-0.00545854,0.04486753,-0.070536643,0.042973628,0.021028306,0.197279962,0.237673899,0.01893347,6.636363636,1.7884779,3,10,7,1.452966315,3,10,,,,,,,,,,,
3,34,1,3308.4,3167.8,2519.8,2660.8,2816.4,2494.4,3383.8,2460.6,5192.8,3240.4,3714.6,0,0,0,10,16.66666667,46.66666667,66.66666667,80,93.33333333,93.33333333,100,0,-10,-20,-20,-23.33333333,-3.333333333,6.666666667,10,13.33333333,3.333333333,0,0,0,0,22.36067977,20.41241452,36.13247231,26.35231383,13.94433378,14.90711985,9.128709292,0,0,0,0,0,16.66666667,33.33333333,66.66666667,83.33333333,100,100,100,0,-10,-20,-30,-23.33333333,-16.66666667,6.666666667,13.33333333,20,10,0,0,0,0,16,13.33333333,29.33333333,20,10.66666667,10.66666667,8,0,32.8,26.8,24.6,28.8,31.4,29.6,19.2,18.8,16.2,17.4,15,2.8,8,8.2,6,5.2,4,14.2,8,7,5.4,12.8,-0.165245921,-0.111239016,-0.09006649,-0.095260888,0.102418605,0.119774302,0.15031296,-0.017127889,0.00757509,-0.11914705,0.07149621,0.028425361,0.036784361,0.162140156,-0.07589268,0.059653006,-0.119069346,-0.104953304,-0.050930986,-0.164160238,0.059655281,-0.061381973,6.381818182,1.471845769,4,10,6.745454545,1.807578509,3,10,,,,,,,,,,,
3,35,1,2845.6,2113.2,2351.4,2446.8,2854.2,2334.2,1640.6,3443.4,2332.4,2467.2,2079,0,3.333333333,0,16.66666667,23.33333333,33.33333333,53.33333333,76.66666667,83.33333333,90,100,0,-6.666666667,-20,-13.33333333,-16.66666667,-16.66666667,-6.666666667,6.666666667,3.333333333,-2.84E-15,0,0,7.453559925,0,11.78511302,19.00292375,16.66666667,21.73067468,9.128709292,0,9.128709292,0,0,0,0,16.66666667,16.66666667,33.33333333,50,83.33333333,83.33333333,83.33333333,100,0,-10,-20,-13.33333333,-23.33333333,-16.66666667,-10,13.33333333,3.333333333,-6.666666667,0,0,5.333333333,0,6.666666667,14.66666667,13.33333333,17.33333333,8,0,8,0,21.8,18.4,22.2,15,11.6,13,7.4,9.2,6.6,7.8,7.2,17,16.6,15.6,14.8,15.2,10.4,8.8,11.8,8.4,9,8.6,-0.045975805,-0.226678171,-0.203683787,-0.235325285,0.04724365,-0.184919399,0.130170272,0.043373304,0.077497374,0.018332068,-0.000643326,-0.037795256,0.108601651,-0.089475217,-0.079764104,-0.094164245,0.07902873,-0.016848768,-0.227955174,-0.256249046,-0.185848333,0.181759437,6.454545455,1.437824769,4,10,7.036363636,1.763452384,3,11,,,,,,,,,,,
3,36,1,6435.8,5780.6,6619.2,6152.2,6849.8,5726.6,5955.2,6775,5673.6,6201,6004.2,3.333333333,3.333333333,3.333333333,6.666666667,6.666666667,16.66666667,26.66666667,36.66666667,53.33333333,73.33333333,73.33333333,3.333333333,-6.666666667,-16.66666667,-23.33333333,-33.33333333,-33.33333333,-33.33333333,-33.33333333,-26.66666667,-16.66666667,-26.66666667,7.453559925,7.453559925,7.453559925,9.128709292,9.128709292,16.66666667,27.88866755,24.72066162,36.13247231,41.83300133,41.83300133,0,0,0,0,0,16.66666667,33.33333333,33.33333333,50,83.33333333,83.33333333,0,-10,-20,-30,-40,-33.33333333,-26.66666667,-36.66666667,-30,-6.666666667,-16.66666667,5.333333333,5.333333333,5.333333333,8,8,13.33333333,21.33333333,17.33333333,24,29.33333333,29.33333333,6.2,4.8,4.2,6.6,2.6,2.4,1.6,2.2,2.2,5.6,3.8,4.8,5.4,6.4,6.8,7.6,3.2,2.2,1.8,1.8,5.2,3.8,0.092387625,0.008876679,0.03990011,0.114660358,0.241020059,-0.175518366,-0.09863061,0.051045986,-0.017367667,0.439090407,0.281577715,0.207492299,0.262576528,-0.005344509,0.006489811,0.075232417,-0.225882923,0.116164564,-0.299243139,-0.153482252,-0.179912837,-0.194045101,4.854545455,2.599274698,0,10,4.545454545,2.658446928,0,9,,,,,,,,,,,
3,37,1,3802.6,3963.4,3736.4,3565.6,4244,4317.6,4308.4,3804.8,3682.2,4130.8,6163.8,3.333333333,0,10,16.66666667,13.33333333,53.33333333,83.33333333,80,93.33333333,90,93.33333333,3.333333333,-10,-10,-13.33333333,-26.66666667,3.333333333,23.33333333,10,13.33333333,0,-6.666666667,7.453559925,0,14.90711985,11.78511302,21.73067468,18.25741858,11.78511302,18.25741858,9.128709292,14.90711985,14.90711985,0,0,0,16.66666667,0,66.66666667,83.33333333,83.33333333,100,100,100,0,-10,-20,-13.33333333,-40,16.66666667,23.33333333,13.33333333,20,10,0,5.333333333,0,12,6.666666667,16,16,6.666666667,12,8,12,10.66666667,11,10.6,8.6,8.4,9.2,9,8,8.2,9.2,10.2,9.6,10,9.6,9.6,7.6,9.4,7.4,9.2,7.8,10,10.6,11.4,-0.01548242,-0.228043698,0.12960961,-0.171097464,0.018300639,0.141272582,0.029946902,0.029107722,0.15621875,-0.138307773,0.003044295,-0.082349543,0.058910789,0.10484556,-0.150804864,-0.09850875,-0.297304348,-0.156798986,-0.292064058,-0.110047801,-0.092793996,0.120639143,7.181818182,1.667676462,4,11,6.563636364,1.782254465,2,10,,,,,,,,,,,
3,38,1,19283.4,5176.6,6805.6,7945,6745.6,7454.4,14525.8,8027.6,7103.8,9918,5589.6,3.333333333,0,6.666666667,16.66666667,23.33333333,33.33333333,53.33333333,73.33333333,90,96.66666667,93.33333333,3.333333333,-10,-13.33333333,-13.33333333,-16.66666667,-16.66666667,-6.666666667,3.333333333,10,6.666666667,-6.666666667,7.453559925,0,9.128709292,11.78511302,9.128709292,20.41241452,41.49966533,9.128709292,9.128709292,7.453559925,14.90711985,0,0,0,16.66666667,16.66666667,33.33333333,83.33333333,66.66666667,83.33333333,100,100,0,-10,-20,-13.33333333,-23.33333333,-16.66666667,23.33333333,-3.333333333,3.333333333,10,0,5.333333333,0,8,6.666666667,8,13.33333333,36,8,8,5.333333333,10.66666667,8.4,8.6,6,8,6,5.8,6.2,5,5.2,5.4,5.6,10,7,7.8,10.4,7.4,7.4,4.6,7.6,5,4,4.8,-0.042704464,-0.103865555,-0.263214434,0.174065642,-0.025273684,0.041593311,0.125756987,-0.229442435,0.084517606,0.098654499,-0.073983407,-0.089896489,-0.057138,-0.090493697,-0.051881281,0.063408071,-0.040917577,0.090449108,0.201658872,-0.037357215,0.044932638,0.345280447,6.690909091,1.620159197,3,10,7.018181818,1.407531449,5,10,,,,,,,,,,,
3,39,1,1848.8,2840.8,2137.8,2363,2231,2178.4,2538.8,2161.4,2197.8,2131.2,15044.4,0,16.66666667,20,40,43.33333333,50,50,63.33333333,70,93.33333333,90,0,6.666666667,1.42E-15,10,3.333333333,2.84E-15,-10,-6.666666667,-10,3.333333333,-10,0,23.57022604,18.25741858,25.27625148,9.128709292,20.41241452,37.26779962,13.94433378,24.72066162,9.128709292,14.90711985,0,0,33.33333333,50,50,50,50,66.66666667,66.66666667,100,100,0,-10,13.33333333,20,10,0,-10,-3.333333333,-13.33333333,10,0,0,20,16,18.66666667,8,13.33333333,26.66666667,10.66666667,17.33333333,8,12,11.6,9.2,7,7,9.6,7.2,8.2,8.6,11.4,8.4,10,13.6,13.4,10.6,9.4,11.8,10,11.4,11.2,13.6,9.2,12.8,0.08995156,0.131116198,0.022615712,0.048307676,-0.123384004,0.103806053,0.023590009,-0.000168927,-0.054997528,0.177864602,-0.110553055,-0.081308774,-0.012579924,0.071152432,0.252918278,0.236564974,-0.001348021,-0.044464547,-0.118460784,-0.141317943,-0.16389852,0.113480218,6.672727273,1.50375512,4,11,6.690909091,1.597135483,4,11,,,,,,,,,,,
3,40,1,3182.6,2521.6,3643.8,3460.8,2697.6,2245.8,2187.4,2131.2,2289.6,2266.4,2076.8,6.666666667,3.333333333,3.333333333,10,23.33333333,40,43.33333333,76.66666667,83.33333333,83.33333333,100,6.666666667,-6.666666667,-16.66666667,-20,-16.66666667,-10,-16.66666667,6.666666667,3.333333333,-6.666666667,0,14.90711985,7.453559925,7.453559925,9.128709292,19.00292375,14.90711985,9.128709292,9.128709292,0,11.78511302,0,0,0,0,16.66666667,16.66666667,50,50,83.33333333,83.33333333,83.33333333,100,0,-10,-20,-13.33333333,-23.33333333,0,-10,13.33333333,3.333333333,-6.666666667,0,10.66666667,5.333333333,5.333333333,8,14.66666667,12,8,8,0,6.666666667,0,12.4,12.2,16.4,16.4,19.8,11.8,20.2,17.6,15.4,16.8,19,9.2,10.2,7.2,11.6,13.4,9.2,13.8,14,13.4,15.4,15.6,-0.018343441,-0.223762275,-0.05416594,-0.110337404,0.044458355,0.116857387,-0.031082495,0.260420761,0.108913295,-0.121758385,-0.026222544,0.04571952,-0.09035544,-0.081216375,0.016793454,-0.013049367,-0.161972635,-0.059628967,0.002656511,-0.006545853,-0.0408605,-0.052763853,6.963636364,1.845551572,4,12,6.6,1.605545944,3,11,,,,,,,,,,,
4,1,1,2544.2,2252.8,2550.8,2660.6,2799,2529.4,2230.4,2431.4,2581,2284.4,2310.2,0,0,0,20,40,80,100,100,100,100,100,0,-10,-20,-10,0,30,40,30,20,10,0,0,0,0,44.72135955,54.77225575,44.72135955,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,0,-10,-20,-30,-40,50,40,30,20,10,0,0,0,0,32,48,32,0,0,0,0,0,13,17.4,13,9.2,7.8,15.6,7.8,8.2,6.6,7.4,9.4,25,16.2,17.8,9.2,9,8,7.2,8.2,8.4,6.6,11.6,0.128264031,0.099612498,0.145202508,0.012969351,0.099629868,0.131385442,-0.00556316,0.035046544,-0.044318807,-0.011126526,0.215897561,-0.003876705,-0.097159115,-0.041083487,-0.022960096,0.085977805,-0.054659473,0.296219478,0.157584527,-0.0090823,0.154402978,-0.021168589,7.018181818,1.649813784,4,11,6.927272727,1.537850176,3,12,6.2,2.6,8.8,10,30.8,56,80.4,81.8,95.6,93.4,100
