,SubNum,Include,level_0,index,trial_type,trial_index,time_elapsed,rt,response,control_level,task_id,screen_id,difference,Confidence,Confidence_RT,Key_Release_sim_x,Key_Release_sim_y,Key_Release_p1_x,Key_Release_p1_y,Correlation_x,Correlation_y,block
27,27,1,27,21,survey-likert,21,134186,3255.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,63,6036.0,8.0,7.0,11.0,12.0,0.10799617699653553,0.025657414477506562,1
28,27,1,28,69,survey-likert,69,295458,2782.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,51,937.0,10.0,7.0,13.0,8.0,-0.040557694132097595,0.18817868036508334,2
29,27,1,29,117,survey-likert,117,463521,2810.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,13,1107.0,9.0,7.0,18.0,18.0,-0.02561597672307009,0.008584578794158446,3
25,27,1,25,165,survey-likert,165,622884,2730.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,50,1223.0,4.0,5.0,16.0,16.0,-0.09539417215062876,0.18949881497357263,4
26,27,1,26,221,survey-likert,221,819406,1896.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,43,1110.0,9.0,7.0,18.0,21.0,-0.3941266470205989,0.37789674683706015,5
30,27,1,30,41,survey-likert,41,201743,1920.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,50,887.0,11.0,5.0,12.0,11.0,-0.09266630806100996,-0.013071484422562113,1
34,27,1,34,81,survey-likert,81,337898,2109.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,60,1465.0,4.0,3.0,14.0,13.0,0.18744646405585255,-0.02367866727942455,2
31,27,1,31,145,survey-likert,145,557206,2145.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,68,2827.0,6.0,7.0,14.0,13.0,-0.4822598842556857,0.4912051380376356,3
33,27,1,33,189,survey-likert,189,702974,2800.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,50,1129.0,5.0,6.0,11.0,18.0,0.06196588011812977,0.14021490055728522,4
32,27,1,32,201,survey-likert,201,745438,4231.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,50,2164.0,4.0,8.0,14.0,14.0,0.24989952758156456,0.18320772901595528,5
36,27,1,36,33,survey-likert,33,178203,1312.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,76,1147.0,7.0,5.0,15.0,14.0,0.08134053758151494,-0.3286858523141457,1
38,27,1,38,97,survey-likert,97,388894,1267.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,86,2446.0,5.0,7.0,13.0,14.0,-0.11222756130329171,0.04554652626384504,2
37,27,1,37,133,survey-likert,133,517267,1720.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,82,1258.0,7.0,5.0,25.0,26.0,0.181793591039605,0.1360657584196789,3
39,27,1,39,157,survey-likert,157,598170,1239.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,55,974.0,5.0,7.0,17.0,20.0,-0.18095290325875735,-0.03747482953191231,4
35,27,1,35,225,survey-likert,225,831107,1581.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,86,1840.0,6.0,6.0,17.0,23.0,0.510518282900385,-0.053027085946726935,5
41,27,1,41,45,survey-likert,45,213354,1719.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,82,1181.0,8.0,8.0,17.0,15.0,0.08367149914365048,0.3550936260564474,1
42,27,1,42,65,survey-likert,65,281473,2917.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,67,2195.0,9.0,9.0,18.0,17.0,-0.07653674171293866,0.18488073343190592,2
44,27,1,44,113,survey-likert,113,449866,2105.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,89,1842.0,6.0,9.0,13.0,15.0,0.15690162719844264,-0.33676563597100456,3
40,27,1,40,177,survey-likert,177,662989,4101.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,78,1602.0,7.0,4.0,32.0,31.0,-0.09080190857506269,-0.0982742626740235,4
43,27,1,43,229,survey-likert,229,845005,3044.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,76,7963.0,4.0,7.0,13.0,13.0,-0.4136294107237388,-0.06329522565495495,5
49,27,1,49,37,survey-likert,37,189447,1091.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,96,1370.0,10.0,7.0,13.0,11.0,0.3441852675302609,-0.22071610116005722,1
46,27,1,46,101,survey-likert,101,402523,2176.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,90,1293.0,7.0,6.0,15.0,13.0,0.03496900044817171,-0.1414532410245732,2
45,27,1,45,137,survey-likert,137,531171,3637.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,84,1556.0,8.0,8.0,20.0,18.0,-0.12031524802473605,0.19013669907267147,3
47,27,1,47,161,survey-likert,161,609399,1246.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,89,1742.0,7.0,9.0,21.0,19.0,0.09221018075381872,-0.18956246143183472,4
48,27,1,48,197,survey-likert,197,731049,2709.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,82,1153.0,10.0,10.0,9.0,16.0,-0.3788113491724505,0.2380074741610115,5
52,27,1,52,53,survey-likert,53,239108,2351.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,2723.0,9.0,4.0,14.0,13.0,-0.055442690340914334,0.011613089115836656,1
54,27,1,54,89,survey-likert,89,363694,2334.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,99,2515.0,6.0,7.0,10.0,16.0,0.2132680673339708,0.1780396235583148,2
51,27,1,51,121,survey-likert,121,475273,1641.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,97,1980.0,6.0,8.0,17.0,11.0,-0.17115535817045874,0.05996153649155343,3
53,27,1,53,193,survey-likert,193,715886,2779.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,99,3447.0,7.0,7.0,23.0,25.0,-0.07446628767570276,0.13694917624593156,4
50,27,1,50,213,survey-likert,213,788775,2122.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,91,1535.0,7.0,9.0,11.0,14.0,0.23128984735981165,-0.21362163712889834,5
3,28,0,3,45,survey-likert,45,228008,3445.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,4062.0,7.0,3.0,17.0,20.0,0.12541332001913344,-0.2828462522310304,1
4,28,0,4,89,survey-likert,89,416324,4075.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,90,2059.0,7.0,10.0,0.0,0.0,0.0,0.0,2
1,28,0,1,137,survey-likert,137,603202,4377.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,80,3057.0,10.0,8.0,0.0,0.0,0.0,0.0,3
2,28,0,2,157,survey-likert,157,691075,9735.0,100.0,0.0,question_agency,question_agency_2_Lickert,100.0,19,3057.0,9.0,8.0,0.0,0.0,0.0,0.0,4
0,28,0,0,237,survey-likert,237,1043077,13869.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,50,4262.0,6.0,6.0,0.0,0.0,0.0,0.0,5
5,28,0,5,33,survey-likert,33,183240,4425.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,2958.0,8.0,6.0,8.0,11.0,-0.17209838360020374,-0.06795319385268349,1
8,28,0,8,105,survey-likert,105,476072,3679.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,100,3584.0,7.0,6.0,0.0,0.0,0.0,0.0,2
7,28,0,7,141,survey-likert,141,620463,5198.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,96,3036.0,3.0,7.0,0.0,0.0,0.0,0.0,3
9,28,0,9,161,survey-likert,161,721438,18293.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,43,4400.0,7.0,6.0,0.0,0.0,0.0,0.0,4
6,28,0,6,209,survey-likert,209,919458,2963.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,99,2134.0,6.0,6.0,0.0,0.0,0.0,0.0,5
12,28,0,12,57,survey-likert,57,277973,3305.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,75,5843.0,8.0,8.0,5.0,8.0,0.21105703385877467,0.4225778230309844,1
11,28,0,11,101,survey-likert,101,460662,3422.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,99,2727.0,6.0,7.0,0.0,0.0,0.0,0.0,2
14,28,0,14,113,survey-likert,113,508041,4472.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,100,2424.0,8.0,4.0,0.0,0.0,0.0,0.0,3
10,28,0,10,173,survey-likert,173,772218,4097.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,65,2106.0,7.0,10.0,0.0,0.0,0.0,0.0,4
13,28,0,13,213,survey-likert,213,934421,3818.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,94,2859.0,6.0,8.0,0.0,0.0,0.0,0.0,5
18,28,0,18,21,survey-likert,21,133854,7990.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,79,6449.0,7.0,7.0,5.0,8.0,0.38843113512213145,0.1942670987704316,1
19,28,0,19,85,survey-likert,85,399969,3628.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,100,3266.0,8.0,6.0,0.0,0.0,0.0,0.0,2
16,28,0,16,145,survey-likert,145,638084,5578.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,20,3060.0,7.0,6.0,0.0,0.0,0.0,0.0,3
15,28,0,15,165,survey-likert,165,738478,3634.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,67,2969.0,4.0,6.0,0.0,0.0,0.0,0.0,4
17,28,0,17,201,survey-likert,201,885614,4410.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,68,2353.0,6.0,8.0,0.0,0.0,0.0,0.0,5
24,28,0,24,61,survey-likert,61,305526,12700.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,12,2704.0,5.0,4.0,23.0,20.0,0.05800712333179773,-0.12403134553588241,1
23,28,0,23,69,survey-likert,69,336034,4135.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,87,3968.0,6.0,4.0,4.0,11.0,0.055447721263729426,0.4814026992665211,2
20,28,0,20,109,survey-likert,109,492251,3585.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,95,2308.0,6.0,9.0,0.0,0.0,0.0,0.0,3
22,28,0,22,185,survey-likert,185,819016,3778.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,97,2448.0,5.0,6.0,0.0,0.0,0.0,0.0,4
21,28,0,21,205,survey-likert,205,901123,4151.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,84,6359.0,7.0,9.0,0.0,0.0,0.0,0.0,5
27,28,0,27,37,survey-likert,37,199408,4204.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,62,2058.0,6.0,7.0,12.0,11.0,-0.11276204508583255,0.17170113339288431,1
25,28,0,25,97,survey-likert,97,445532,3467.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,100,2704.0,5.0,6.0,0.0,0.0,0.0,0.0,2
29,28,0,29,133,survey-likert,133,584942,3190.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,84,4871.0,9.0,9.0,0.0,0.0,0.0,0.0,3
28,28,0,28,189,survey-likert,189,834877,4403.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,76,1874.0,8.0,7.0,0.0,0.0,0.0,0.0,4
26,28,0,26,221,survey-likert,221,964287,3639.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,95,7403.0,6.0,9.0,0.0,0.0,0.0,0.0,5
32,28,0,32,49,survey-likert,49,243701,2617.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,91,5474.0,5.0,6.0,12.0,8.0,0.13010401650200185,0.04951816755488382,1
33,28,0,33,73,survey-likert,73,352698,3685.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,79,2202.0,6.0,8.0,4.0,7.0,0.11622754972068754,0.4889983955923783,2
34,28,0,34,117,survey-likert,117,523571,4093.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,34,2847.0,8.0,7.0,0.0,0.0,0.0,0.0,3
31,28,0,31,169,survey-likert,169,756871,6409.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,54,2237.0,8.0,6.0,0.0,0.0,0.0,0.0,4
30,28,0,30,229,survey-likert,229,1000007,3385.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,98,3103.0,9.0,9.0,0.0,0.0,0.0,0.0,5
38,28,0,38,29,survey-likert,29,166878,2789.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,81,2930.0,6.0,7.0,10.0,11.0,0.6961111202370844,0.24808513570561944,1
37,28,0,37,93,survey-likert,93,430787,3394.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,100,2270.0,6.0,8.0,0.0,0.0,0.0,0.0,2
35,28,0,35,129,survey-likert,129,570765,3493.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,88,1982.0,10.0,6.0,0.0,0.0,0.0,0.0,3
39,28,0,39,177,survey-likert,177,786503,3173.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,74,2042.0,9.0,8.0,0.0,0.0,0.0,0.0,4
36,28,0,36,217,survey-likert,217,949365,3073.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,100,2268.0,9.0,8.0,0.0,0.0,0.0,0.0,5
44,28,0,44,41,survey-likert,41,213246,2769.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,90,2302.0,5.0,8.0,8.0,12.0,0.33980379723309734,0.07288832001808171,1
40,28,0,40,81,survey-likert,81,384059,2550.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,100,3268.0,9.0,10.0,0.0,0.0,0.0,0.0,2
41,28,0,41,121,survey-likert,121,538421,2987.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,75,4175.0,8.0,8.0,0.0,0.0,0.0,0.0,3
43,28,0,43,193,survey-likert,193,848767,3003.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,100,3983.0,6.0,6.0,0.0,0.0,0.0,0.0,4
42,28,0,42,197,survey-likert,197,868698,6939.0,0.0,0.8,question_agency,question_agency_2_Lickert,-80.0,94,3498.0,9.0,10.0,0.0,0.0,0.0,0.0,5
48,28,0,48,53,survey-likert,53,261978,3797.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,3683.0,3.0,7.0,7.0,10.0,0.4632511565542022,-0.2632746641392431,1
49,28,0,49,77,survey-likert,77,368059,4152.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,100,4444.0,3.0,4.0,0.0,0.0,0.0,0.0,2
45,28,0,45,125,survey-likert,125,555234,3627.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,73,3030.0,7.0,4.0,0.0,0.0,0.0,0.0,3
47,28,0,47,181,survey-likert,181,804247,6695.0,0.0,0.9,question_agency,question_agency_2_Lickert,-90.0,74,1978.0,6.0,7.0,0.0,0.0,0.0,0.0,4
46,28,0,46,233,survey-likert,233,1017797,5680.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,4,2396.0,8.0,6.0,0.0,0.0,0.0,0.0,5
50,28,0,50,25,survey-likert,25,152027,2709.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,3044.0,9.0,6.0,10.0,9.0,0.07857402624678429,-0.0839895519001339,1
52,28,0,52,65,survey-likert,65,320046,2813.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,2847.0,6.0,3.0,12.0,11.0,-0.6513530443263487,0.027872384348300864,2
53,28,0,53,149,survey-likert,149,653604,3443.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,2845.0,9.0,10.0,0.0,0.0,0.0,0.0,3
54,28,0,54,153,survey-likert,153,669210,3748.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,3117.0,6.0,7.0,0.0,0.0,0.0,0.0,4
51,28,0,51,225,survey-likert,225,985175,4477.0,0.0,1.0,question_agency,question_agency_2_Lickert,-100.0,100,2436.0,4.0,8.0,0.0,0.0,0.0,0.0,5
1,29,1,1,29,survey-likert,29,152827,3292.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,99,5477.0,3.0,7.0,21.0,20.0,0.2058173583163133,-0.12300103206845912,1
4,29,1,4,81,survey-likert,81,362782,3083.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,94,3042.0,8.0,7.0,19.0,14.0,-0.1535007213941159,-0.12150740071798422,2
3,29,1,3,137,survey-likert,137,579947,3455.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,84,5674.0,4.0,7.0,30.0,36.0,0.3757464236167428,-0.037866653353047335,3
2,29,1,2,185,survey-likert,185,773405,3143.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,94,3070.0,7.0,8.0,17.0,27.0,0.1843787130124507,0.038206517410302954,4
0,29,1,0,237,survey-likert,237,984794,3140.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,98,2426.0,7.0,6.0,28.0,24.0,-0.00812954455509884,-0.12858712643327283,5
9,29,1,9,21,survey-likert,21,119829,3802.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,74,3781.0,8.0,7.0,20.0,16.0,0.09884289298289985,-0.12468025795190893,1
8,29,1,8,89,survey-likert,89,393850,2847.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,83,3765.0,7.0,8.0,12.0,13.0,0.09410898445199062,0.18953666820839582,2
7,29,1,7,133,survey-likert,133,564203,3312.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,58,3254.0,9.0,9.0,26.0,12.0,-0.18542915754531444,0.06375639783042267,3
6,29,1,6,177,survey-likert,177,742823,7087.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,97,2123.0,3.0,4.0,10.0,11.0,0.28174284281139994,0.10679189843614734,4
5,29,1,5,217,survey-likert,217,906340,2989.0,0.0,0.1,question_agency,question_agency_2_Lickert,-10.0,93,2463.0,8.0,5.0,22.0,28.0,-0.2534926850635274,-0.07891206955461647,5
12,29,1,12,57,survey-likert,57,269986,3577.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,84,2764.0,8.0,7.0,10.0,11.0,0.29650227941296303,-0.0365259966064527,1
11,29,1,11,101,survey-likert,101,441220,3799.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,81,3508.0,6.0,5.0,7.0,14.0,0.49883280166076077,-0.17526520228320774,2
10,29,1,10,149,survey-likert,149,630772,3026.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,71,2289.0,5.0,7.0,24.0,9.0,0.3861396885083498,0.1668770715346886,3
13,29,1,13,153,survey-likert,153,646318,4227.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,85,2238.0,7.0,6.0,19.0,16.0,0.09660622785829248,-0.5206434763300029,4
14,29,1,14,209,survey-likert,209,876890,3311.0,0.0,0.2,question_agency,question_agency_2_Lickert,-20.0,88,2513.0,7.0,5.0,10.0,29.0,0.16737896419390375,-0.09794329938336072,5
16,29,1,16,37,survey-likert,37,185583,3341.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,77,3514.0,10.0,8.0,7.0,12.0,0.058195183197010794,-0.3542718156758145,1
15,29,1,15,73,survey-likert,73,331762,3198.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,87,4188.0,4.0,8.0,10.0,16.0,0.029131679822698514,-0.2129153030469267,2
17,29,1,17,145,survey-likert,145,615261,3462.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,79,3454.0,8.0,6.0,12.0,8.0,0.012412210063104508,0.3041144501491487,3
19,29,1,19,161,survey-likert,161,677747,4996.0,100.0,0.3,question_agency,question_agency_2_Lickert,70.0,79,3195.0,10.0,6.0,13.0,17.0,0.42738485401908727,-0.11924327458769833,4
18,29,1,18,205,survey-likert,205,861547,4862.0,0.0,0.3,question_agency,question_agency_2_Lickert,-30.0,82,3002.0,5.0,3.0,9.0,16.0,0.44845622219176445,0.06335843751384475,5
23,29,1,23,25,survey-likert,25,137554,4917.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,37,2946.0,8.0,4.0,17.0,5.0,0.2180957446047738,0.27197770324300025,1
24,29,1,24,93,survey-likert,93,409986,3308.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,83,2199.0,9.0,6.0,7.0,7.0,-0.24102293288634533,0.11728765379867723,2
22,29,1,22,109,survey-likert,109,472922,3292.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,45,3009.0,9.0,6.0,17.0,22.0,-0.32228990647264155,0.005557953029373397,3
21,29,1,21,193,survey-likert,193,803472,3134.0,100.0,0.4,question_agency,question_agency_2_Lickert,60.0,38,2288.0,9.0,5.0,8.0,17.0,0.2876604640637354,0.03666311986218112,4
20,29,1,20,225,survey-likert,225,937376,3875.0,0.0,0.4,question_agency,question_agency_2_Lickert,-40.0,72,4687.0,5.0,10.0,3.0,19.0,0.15540136289506482,-0.2093012101695681,5
27,29,1,27,33,survey-likert,33,170260,2930.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,68,2964.0,8.0,9.0,10.0,15.0,0.011519040272590346,0.07413558636278064,1
29,29,1,29,97,survey-likert,97,425135,3912.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,88,3245.0,7.0,4.0,4.0,9.0,0.10334476985513004,-0.2607815062136831,2
28,29,1,28,117,survey-likert,117,503150,3249.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,63,2878.0,10.0,6.0,21.0,20.0,-0.002033370135312488,0.24810721888297335,3
25,29,1,25,157,survey-likert,157,661076,3478.0,100.0,0.5,question_agency,question_agency_2_Lickert,50.0,84,2644.0,6.0,9.0,11.0,17.0,0.07197765795205739,0.3823255838752146,4
26,29,1,26,197,survey-likert,197,828767,13980.0,0.0,0.5,question_agency,question_agency_2_Lickert,-50.0,66,3058.0,3.0,5.0,17.0,9.0,0.2230291056599214,0.006100837380163729,5
31,29,1,31,49,survey-likert,49,239652,3289.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,75,2217.0,10.0,5.0,4.0,13.0,-0.008926072739372745,0.19659052988966422,1
32,29,1,32,85,survey-likert,85,378810,3953.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,84,3155.0,8.0,10.0,8.0,5.0,0.0015920123252521098,0.331448234399867,2
30,29,1,30,141,survey-likert,141,598224,3568.0,0.0,0.6,question_agency,question_agency_2_Lickert,-60.0,87,4541.0,6.0,10.0,5.0,8.0,0.3727879090734727,-0.35337999533499476,3
33,29,1,33,169,survey-likert,169,708129,3296.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,89,3426.0,5.0,7.0,11.0,12.0,0.3963159040329342,0.30714983891631215,4
34,29,1,34,233,survey-likert,233,970156,4441.0,100.0,0.6,question_agency,question_agency_2_Lickert,40.0,93,2362.0,5.0,10.0,10.0,8.0,-0.08072904393369237,0.29084878812446197,5
36,29,1,36,53,survey-likert,53,255167,4277.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,82,2230.0,8.0,6.0,10.0,10.0,0.16193647420054297,0.25406568704475174,1
35,29,1,35,105,survey-likert,105,457386,3596.0,0.0,0.7,question_agency,question_agency_2_Lickert,-70.0,68,3208.0,9.0,9.0,4.0,7.0,-0.027279117417141965,0.25451423954166535,2
39,29,1,39,121,survey-likert,121,519473,4404.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,22,2438.0,7.0,6.0,12.0,5.0,-0.07046135358774126,-0.19762377749556087,3
38,29,1,38,165,survey-likert,165,693089,3107.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,81,2717.0,9.0,7.0,14.0,13.0,0.13455047220284153,0.1361067192143289,4
37,29,1,37,221,survey-likert,221,920994,3145.0,100.0,0.7,question_agency,question_agency_2_Lickert,30.0,93,3467.0,9.0,6.0,9.0,10.0,0.23370223231903156,-0.41013055179198615,5
41,29,1,41,61,survey-likert,61,285335,3561.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,86,2558.0,11.0,9.0,8.0,7.0,0.13788336725582695,0.36345613447842745,1
42,29,1,42,77,survey-likert,77,348006,3031.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,81,2667.0,6.0,9.0,4.0,7.0,-0.09308901503637121,0.18425729508661814,2
44,29,1,44,129,survey-likert,129,548939,3663.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,99,2919.0,6.0,6.0,7.0,6.0,0.5505612058629515,0.5086983463484931,3
43,29,1,43,181,survey-likert,181,757491,3508.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,97,3723.0,7.0,6.0,8.0,11.0,0.2795499336741467,-0.2275080142486095,4
40,29,1,40,229,survey-likert,229,953818,2723.0,100.0,0.8,question_agency,question_agency_2_Lickert,20.0,91,2871.0,6.0,6.0,12.0,15.0,-0.33331124602170953,0.057894429516396985,5
46,29,1,46,41,survey-likert,41,201608,3484.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,2575.0,9.0,9.0,8.0,10.0,0.16702344979869513,-0.10551123812655451,1
49,29,1,49,69,survey-likert,69,315419,3188.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,100,4107.0,7.0,5.0,7.0,10.0,0.38606234576772885,-0.08898601439665907,2
48,29,1,48,125,survey-likert,125,533833,2884.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,90,2395.0,6.0,6.0,11.0,7.0,-0.09576797590693417,0.12397382109819427,3
45,29,1,45,189,survey-likert,189,788770,3264.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,89,2536.0,6.0,8.0,10.0,15.0,0.21384531631666567,0.07980794675421103,4
47,29,1,47,201,survey-likert,201,844987,4026.0,100.0,0.9,question_agency,question_agency_2_Lickert,10.0,52,2668.0,9.0,10.0,10.0,7.0,0.07051432490113219,0.14087916954166152,5
51,29,1,51,45,survey-likert,45,221575,8370.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,5758.0,6.0,6.0,9.0,9.0,0.15842341314545516,-0.14489211351223613,1
54,29,1,54,65,survey-likert,65,300348,3423.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,2849.0,6.0,8.0,12.0,13.0,0.019205386593096143,-0.03263068849967152,2
53,29,1,53,113,survey-likert,113,488243,3267.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,2618.0,8.0,6.0,10.0,11.0,0.07144684220452704,-0.0714515822593761,3
50,29,1,50,173,survey-likert,173,723550,2960.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,100,3153.0,6.0,7.0,10.0,18.0,-0.3673344421347825,0.13401739666195142,4
52,29,1,52,213,survey-likert,213,891660,3174.0,100.0,1.0,question_agency,question_agency_2_Lickert,0.0,84,2658.0,7.0,5.0,7.0,7.0,-0.2735616423561567,-0.6112512535820389,5
0,30,1,0,21,survey-likert,21,164347,5415.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,84,3844.0,9.0,5.0,9.0,21.0,0.4323104150719567,0.08026279773094042,1
3,30,1,3,93,survey-likert,93,482399,3404.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,84,4808.0,6.0,6.0,10.0,5.0,0.10469906229944119,0.44393902429252163,2
4,30,1,4,129,survey-likert,129,635058,3337.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,87,3736.0,10.0,9.0,5.0,8.0,0.16216838519222887,-0.27697234170061485,3
2,30,1,2,177,survey-likert,177,838441,3602.0,0.0,0.0,question_agency,question_agency_2_Lickert,0.0,100,3429.0,4.0,4.0,9.0,2.0,-0.07468614646887867,-0.2174425790897006,4
